transaction,txTime (ms),propagationTime (ms)
5348,5035,3
5349,4032,588
5350,5041,4
5351,5038,3
5352,5030,3
5353,5031,3
5354,5033,4
5355,5034,3
5356,5031,3
5357,5040,4
5358,5029,2
5359,4054,600
5360,5041,3
5361,5027,3
5362,5033,4
5363,5033,3
5364,5032,3
5365,5041,3
5366,5043,4
5367,5036,12
5368,5025,2
5369,4030,620
5370,5042,3
5371,5040,2
5372,5033,3
5373,5060,4
5374,5045,3
5375,5029,4
5376,5046,3
5377,5032,2
5378,4033,607
5379,5059,4
5380,5038,2
5381,5036,3
5382,5031,3
5383,5040,3
5384,5031,3
5385,5031,3
5386,5029,3
5387,5033,3
5388,4032,623
5389,5033,4
5390,5030,7
5391,5035,3
5392,5033,2
5393,5033,3
5394,5044,2
5395,5031,12
5396,5038,3
5397,5028,5
5398,4034,618
5399,5065,4
5400,5032,3
5401,5032,3
5402,5036,3
5403,5046,3
5404,5026,4
5405,5035,3
5406,5030,2
5407,5035,5
5408,4036,580
5409,5054,3
5410,5065,3
5411,5029,5
5412,5034,2
5413,5035,2
5414,5029,7
5415,5065,3
5416,5024,3
5417,4058,580
5418,5038,3
5419,5033,3
5420,5027,4
5421,5038,3
5422,5029,2
5423,5032,3
5424,5025,2
5425,5027,3
5426,5031,6
5427,5038,3
5428,4032,620
5429,5046,3
5430,5031,2
5431,5053,2
5432,5026,2
5433,5033,3
5434,5035,2
5435,5028,3
5436,5037,3
5437,5032,3
5438,4036,614
5439,5051,18
5440,5039,4
5441,5031,6
5442,5031,2
5443,5034,3
5444,5029,2
5445,5030,4
5446,5027,4
5447,5038,2
5448,4030,609
5449,5032,4
5450,5035,2
5451,5026,3
5452,5048,3
5453,5030,4
5454,5027,4
5455,5027,2
5456,5034,3
5457,5029,3
5458,5031,3
5459,4028,626
5460,5039,3
5461,5025,2
5462,5034,5
5463,5032,4
5464,5027,3
5465,5032,3
5466,5028,2
5467,5035,3
5468,5026,2
5469,5031,3
5470,4027,621
5471,5040,3
5472,5030,2
5473,5029,2
5474,5031,2
5475,5035,4
5476,5034,4
5477,5029,2
5478,5037,4
5479,5034,3
5480,5030,3
5481,4031,596
5482,5059,3
5483,5032,2
5484,5035,3
5485,5030,3
5486,5037,5
5487,5036,3
5488,5028,3
5489,5030,6
5490,5051,3
5491,4026,615
5492,5049,3
5493,5035,5
5494,5030,3
5495,5033,2
5496,5037,2
5497,5036,3
5498,5025,3
5499,5052,4
5500,5036,4
5501,4030,610
5502,5047,3
5503,5032,4
5504,5032,2
5505,5046,4
5506,5035,4
5507,5041,3
5508,5035,3
5509,5043,3
5510,4033,622
5511,5041,22
5512,5109,2
5513,5053,5
5514,5046,6
5515,5048,3
5516,4035,647
5517,5045,2
5518,5033,3
5519,5048,3
5520,5030,4
5521,5034,3
5522,5029,4
5523,5045,4
5524,5041,3
5525,4042,598
5526,5044,3
5527,5032,3
5528,5055,4
5529,5039,5
5530,5051,4
5531,5039,3
5532,5045,3
5533,5033,2
5534,4031,608
5535,5058,3
5536,5058,3
5537,5029,3
5538,5033,3
5539,5033,3
5540,5035,4
5541,5044,2
5542,5039,3
5543,4033,600
5544,5073,4
5545,5039,3
5546,5044,3
5547,5035,3
5548,5035,3
5549,5033,3
5550,5034,3
5551,5034,3
5552,4039,613
5553,5057,4
5554,5029,3
5555,5052,4
5556,5036,4
5557,5038,2
5558,5034,2
5559,5045,7
5560,4064,608
5561,5034,3
5562,5030,6
5563,5034,3
5564,5035,2
5565,5034,3
5566,5034,3
5567,5028,3
5568,5028,3
5569,5028,4
5570,5026,3
5571,5039,3
5572,4031,589
5573,5030,4
5574,5035,4
5575,5031,3
5576,5035,8
5577,5047,4
5578,5031,4
5579,5036,4
5580,5033,3
5581,5049,3
5582,4033,602
5583,5040,4
5584,5040,2
5585,5030,3
5586,5029,2
5587,5028,3
5588,5027,5
5589,5045,4
5590,5043,2
5591,5043,4
5592,4031,604
5593,5036,3
5594,5033,3
5595,5029,2
5596,5046,3
5597,5027,3
5598,5034,3
5599,5027,3
5600,5035,3
5601,5029,4
5602,5040,4
5603,4034,597
5604,5046,3
5605,5029,2
5606,5038,4
5607,5034,3
5608,5062,3
5609,5035,2
5610,5031,3
5611,5029,3
5612,5034,3
5613,4032,602
5614,5049,3
5615,5034,11
5616,5050,3
5617,5030,5
5618,5034,7
5619,5034,3
5620,5034,3
5621,5034,3
5622,5030,3
5623,4030,598
5624,5038,2
5625,5030,3
5626,5048,3
5627,5028,3
5628,5033,2
5629,5034,3
5630,5038,4
5631,5057,3
5632,5046,5
5633,4035,577
5634,5038,2
5635,5033,3
5636,5029,2
5637,5033,3
5638,5031,2
5639,5032,3
5640,5032,2
5641,5030,2
5642,5030,3
5643,5045,3
5644,4038,680
5645,5059,3
5646,5032,5
5647,5030,4
5648,5031,3
5649,5030,3
5650,5033,2
5651,5029,3
5652,5034,4
5653,4023,605
5654,5048,3
5655,5035,3
5656,5034,3
5657,5028,2
5658,5037,3
5659,5032,4
5660,5035,3
5661,5028,3
5662,5050,3
5663,4032,602
5664,5035,3
5665,5032,3
5666,5032,3
5667,5032,3
5668,5025,3
5669,5035,11
5670,5035,3
5671,5028,5
5672,5032,3
5673,5027,4
5674,4035,617
5675,5055,3
5676,5030,3
5677,5032,3
5678,5033,3
5679,5037,3
5680,5026,4
5681,5036,2
5682,5032,3
5683,5033,3
5684,4029,632
5685,5038,3
5686,5033,3
5687,5028,3
5688,5044,3
5689,5032,2
5690,5035,4
5691,5032,2
5692,5030,2
5693,5029,3
5694,5037,3
5695,4034,584
5696,5053,4
5697,5033,3
5698,5033,3
5699,5033,2
5700,5032,3
5701,5030,2
5702,5032,3
5703,5024,3
5704,5048,4
5705,4032,628
5706,5032,2
5707,5035,2
5708,5027,3
5709,5046,4
5710,5028,3
5711,5029,4
5712,5029,3
5713,5036,3
5714,5032,3
5715,5039,3
5716,4027,604
5717,5037,2
5718,5031,3
5719,5035,2
5720,5029,3
5721,5037,3
5722,5026,2
5723,5032,2
5724,5026,3
5725,5039,2
5726,5026,4
5727,4040,607
5728,5047,3
5729,5030,3
5730,5042,3
5731,5029,3
5732,5029,2
5733,5028,3
5734,5029,2
5735,5030,4
5736,5039,2
5737,5036,2
5738,4025,628
5739,5048,4
5740,5030,3
5741,5036,3
5742,5028,3
5743,5052,3
5744,5032,2
5745,5031,3
5746,5032,2
5747,5035,3
5748,4029,611
5749,5038,3
5750,5039,4
5751,5043,3
5752,5037,4
5753,5029,3
5754,5029,4
5755,5030,3
5756,5037,3
5757,5037,4
5758,4048,592
5759,5033,3
5760,5032,3
5761,5028,3
5762,5032,2
5763,5029,3
5764,5051,3
5765,5033,3
5766,5033,3
5767,5030,3
5768,5031,3
5769,4027,618
5770,5029,4
5771,5033,3
5772,5031,4
5773,5039,3
5774,5028,2
5775,5031,3
5776,5035,3
5777,5034,3
5778,5028,3
5779,4053,635
5780,5061,4
5781,5032,7
5782,5030,3
5783,5032,2
5784,5027,3
5785,5032,3
5786,5030,6
5787,5037,3
5788,5026,3
5789,4027,605
5790,5040,14
5791,5040,4
5792,5047,2
5793,5028,3
5794,5043,3
5795,5032,3
5796,5038,2
5797,5028,3
5798,5039,2
5799,4031,601
5800,5058,3
5801,5029,2
5802,5029,4
5803,5031,3
5804,5036,3
5805,5030,2
5806,5032,2
5807,5029,4
5808,5036,3
5809,5035,3
5810,4064,552
5811,5040,4
5812,5051,2
5813,5035,3
5814,5026,3
5815,5031,3
5816,5031,3
5817,5034,2
5818,5045,3
5819,5024,3
5820,5030,3
5821,4028,619
5822,5027,3
5823,5028,6
5824,5031,3
5825,5038,4
5826,5039,3
5827,5036,3
5828,5030,4
5829,5038,3
5830,5031,3
5831,4047,624
5832,5054,6
5833,5038,15
5834,5047,7
5835,5072,3
5836,5031,3
5837,5033,2
5838,5033,3
5839,4048,579
5840,5041,3
5841,5040,4
5842,5028,4
5843,5054,3
5844,5033,6
5845,5053,4
5846,5040,3
5847,5030,4
5848,4034,614
5849,5033,3
5850,5033,3
5851,5030,4
5852,5036,5
5853,5047,5
5854,5048,5
5855,5047,2
5856,5037,3
5857,5032,3
5858,4034,588
5859,5038,4
5860,5041,3
5861,5056,4
5862,5054,3
5863,5034,4
5864,5046,3
5865,5029,3
5866,5041,3
5867,4032,600
5868,5039,2
5869,5033,4
5870,5029,4
5871,5043,3
5872,5032,3
5873,5036,2
5874,5028,16
5875,5034,3
5876,5028,5
5877,4037,606
5878,5032,3
5879,5033,3
5880,5030,3
5881,5036,2
5882,5032,3
5883,5063,3
5884,5035,3
5885,5037,2
5886,5030,2
5887,4049,607
5888,5036,3
5889,5036,3
5890,5045,2
5891,5029,3
5892,5037,2
5893,5029,4
5894,5035,3
5895,5032,3
5896,5031,3
5897,5034,3
5898,4037,587
5899,5034,2
5900,5044,3
5901,5033,3
5902,5041,3
5903,5028,4
5904,5048,4
5905,5035,5
5906,5050,3
5907,5032,3
5908,4036,580
5909,5032,2
5910,5034,3
5911,5028,3
5912,5034,2
5913,5023,3
5914,5032,3
5915,5032,2
5916,5034,4
5917,5035,3
5918,5045,2
5919,4028,621
5920,5029,11
5921,5035,3
5922,5031,3
5923,5033,3
5924,5039,2
5925,5027,3
5926,5035,3
5927,5028,3
5928,5039,3
5929,5029,3
5930,4054,573
5931,5039,3
5932,5038,3
5933,5030,2
5934,5029,3
5935,5027,3
5936,5035,2
5937,5028,6
5938,5039,3
5939,5034,2
5940,5038,3
5941,4032,602
5942,5026,3
5943,5038,2
5944,5028,4
5945,5047,3
5946,5031,3
5947,5032,4
5948,5028,4
5949,5030,3
5950,5030,2
5951,5039,4
5952,4036,612
5953,5037,3
5954,5031,2
5955,5044,3
5956,5036,2
5957,5031,3
5958,5031,3
5959,5033,3
5960,5036,2
5961,5028,2
5962,5028,4
5963,4031,595
5964,5038,2
5965,5029,2
5966,5051,3
5967,5035,3
5968,5034,3
5969,5034,3
5970,5029,2
5971,5029,3
5972,5035,2
5973,5029,3
5974,4037,585
5975,5038,3
5976,5028,2
5977,5043,2
5978,5026,2
5979,5032,3
5980,5033,3
5981,5025,2
5982,5032,4
5983,5028,3
5984,5035,2
5985,5026,4
5986,4074,562
5987,5033,3
5988,5029,3
5989,5034,3
5990,5036,3
5991,5031,3
5992,5026,3
5993,5034,2
5994,5036,7
5995,5033,4
5996,4039,625
5997,5058,2
5998,5032,3
5999,5031,3
6000,5027,4
6001,5033,4
6002,5031,2
6003,5032,3
6004,5033,3
6005,5034,3
6006,4034,629
6007,5034,4
6008,5041,3
6009,5028,3
6010,5031,2
6011,5031,3
6012,5028,3
6013,5032,3
6014,5034,3
6015,5049,2
6016,5029,4
6017,4027,592
6018,5035,15
6019,5033,3
6020,5029,5
6021,5031,3
6022,5030,2
6023,5025,3
6024,5032,3
6025,5028,4
6026,5033,3
6027,5029,4
6028,4049,611
6029,5042,6
6030,5029,4
6031,5033,3
6032,5031,3
6033,5037,2
6034,5033,13
6035,5036,3
6036,5026,5
6037,5030,3
6038,4032,624
6039,5037,3
6040,5031,3
6041,5030,3
6042,5032,3
6043,5029,3
6044,5037,2
6045,5026,2
6046,5033,3
6047,5032,2
6048,5052,3
6049,4027,628
6050,5036,3
6051,5035,3
6052,5031,2
6053,5055,3
6054,5029,2
6055,5035,2
6056,5029,3
6057,5039,3
6058,5027,4
6059,4031,607
6060,5047,3
6061,5040,3
6062,5032,3
6063,5027,3
6064,5035,2
6065,5029,2
6066,5033,3
6067,5039,3
6068,5030,3
6069,4032,609
6070,5061,3
6071,5026,3
6072,5028,3
6073,5031,3
6074,5031,3
6075,5033,3
6076,5027,2
6077,5029,3
6078,5030,2
6079,5051,2
6080,4028,603
6081,5035,3
6082,5028,3
6083,5044,2
6084,5031,3
6085,5031,2
6086,5032,3
6087,5035,3
6088,5030,3
6089,5036,3
6090,5028,2
6091,4034,640
6092,5046,2
6093,5033,7
6094,5035,3
6095,5031,2
6096,5027,3
6097,5034,3
6098,5031,3
6099,5032,3
6100,5033,3
6101,4029,594
6102,5042,3
6103,5058,3
6104,5033,3
6105,5028,2
6106,5025,2
6107,5033,3
6108,5033,3
6109,5035,3
6110,5034,3
6111,5036,4
6112,4031,585
6113,5049,3
6114,5029,3
6115,5029,3
6116,5035,3
6117,5032,3
6118,5035,3
6119,5024,2
6120,5030,3
6121,5031,4
6122,5025,3
6123,4409,246
6124,5047,3
6125,5030,2
6126,5027,4
6127,5029,3
6128,5029,4
6129,5033,3
6130,5030,2
6131,5033,3
6132,5030,3
6133,5048,2
6134,4030,593
6135,5042,2
6136,5036,3
6137,5035,3
6138,5030,4
6139,5049,4
6140,5032,3
6141,5030,3
6142,5032,3
6143,5035,3
6144,5030,3
6145,4033,590
6146,5044,4
6147,5034,3
6148,5033,3
6149,5034,3
6150,5028,3
6151,5031,2
6152,5035,2
6153,5037,2
6154,5029,3
6155,4048,610
6156,5039,2
6157,5028,3
6158,5040,3
6159,5030,3
6160,5045,2
6161,5030,3
6162,5030,2
6163,5033,4
6164,5037,3
6165,5027,3
6166,4033,598
6167,5040,3
6168,5041,3
6169,5028,3
6170,5030,4
6171,5031,2
6172,5032,3
6173,5029,2
6174,5033,3
6175,5028,2
6176,5030,2
6177,4031,625
6178,5041,2
6179,5030,4
6180,5036,3
6181,5046,2
6182,5029,2
6183,5027,4
6184,5031,2
6185,5031,2
6186,5030,3
6187,5034,3
6188,4032,614
6189,5030,2
6190,5028,6
6191,5032,3
6192,5033,3
6193,5031,3
6194,5038,3
6195,5027,2
6196,5035,3
6197,5023,4
6198,4052,632
6199,5034,2
6200,5034,2
6201,5036,3
6202,5026,2
6203,5035,3
6204,5046,2
6205,5030,3
6206,5040,3
6207,5028,2
6208,5029,3
6209,4028,601
6210,5033,3
6211,5027,3
6212,5032,3
6213,5032,3
6214,5036,4
6215,5044,3
6216,5029,4
6217,5034,4
6218,5029,2
6219,5044,3
6220,4030,603
6221,5064,3
6222,5024,2
6223,5068,3
6224,5032,3
6225,5053,3
6226,5030,3
6227,5030,3
6228,5031,4
6229,4033,609
6230,5084,3
6231,5032,3
6232,5033,3
6233,5031,2
6234,5038,2
6235,5028,3
6236,5029,3
6237,5030,4
6238,5031,3
6239,4033,606
6240,5060,7
6241,5061,2
6242,5030,3
6243,5032,3
6244,5028,2
6245,5031,2
6246,5035,3
6247,5027,3
6248,5030,3
6249,4025,600
6250,5050,3
6251,5044,3
6252,5026,2
6253,5035,3
6254,5029,3
6255,5035,2
6256,5031,3
6257,5034,3
6258,5027,3
6259,5031,3
6260,4027,599
6261,5057,4
6262,5035,2
6263,5048,3
6264,5028,3
6265,5043,2
6266,5033,2
6267,5032,3
6268,5024,3
6269,5029,3
6270,4029,622
6271,5047,5
6272,5043,3
6273,5028,3
6274,5036,3
6275,5024,3
6276,5028,2
6277,5028,4
6278,5042,2
6279,5028,2
6280,4034,619
6281,5046,3
6282,5027,3
6283,5040,3
6284,5026,2
6285,5032,3
6286,5027,3
6287,5028,3
6288,5036,3
6289,5035,3
6290,5033,3
6291,4027,616
6292,5035,2
6293,5041,3
6294,5026,2
6295,5030,2
6296,5034,2
6297,5027,3
6298,5037,3
6299,5029,3
6300,5028,3
6301,5033,2
6302,4046,604
6303,5039,3
6304,5048,2
6305,5030,3
6306,5029,3
6307,5026,3
6308,5029,3
6309,5027,3
6310,5033,2
6311,5032,3
6312,5034,3
6313,4025,625
6314,5044,2
6315,5048,3
6316,5030,2
6317,5033,3
6318,5031,2
6319,5033,3
6320,5028,2
6321,5029,3
6322,5025,3
6323,5034,3
6324,4027,593
6325,5067,2
6326,5033,4
6327,5036,3
6328,5028,3
6329,5033,3
6330,5026,3
6331,5025,3
6332,5025,3
6333,5032,2
6334,5028,3
6335,4045,614
6336,5074,2
6337,5028,7
6338,5031,3
6339,5026,3
6340,5031,2
6341,5029,3
6342,5029,3
6343,5036,3
6344,5034,2
6345,4047,592
6346,5036,3
6347,5050,2
6348,5028,3
6349,5036,5
6350,5044,3
6351,5032,3
6352,5110,3
6353,4030,611
6354,5047,9
6355,5046,3
6356,5039,3
6357,5026,4
6358,5055,3
6359,5031,3
6360,5036,11
6361,5030,2
6362,4032,619
6363,5084,3
6364,5031,3
6365,5031,3
6366,5030,3
6367,5026,3
6368,5031,3
6369,5024,3
6370,5035,3
6371,5033,2
6372,4040,600
6373,5036,4
6374,5041,3
6375,5028,3
6376,5028,3
6377,5032,3
6378,5029,4
6379,5034,3
6380,5030,3
6381,5032,2
6382,5030,3
6383,4047,601
6384,5040,4
6385,5038,3
6386,5044,3
6387,5028,2
6388,5030,2
6389,5028,2
6390,5031,3
6391,5029,2
6392,5032,2
6393,5028,3
6394,4035,622
6395,5053,2
6396,5033,4
6397,5040,3
6398,5030,3
6399,5030,3
6400,5032,3
6401,5023,3
6402,5034,2
6403,5028,3
6404,4039,617
6405,5060,4
6406,5026,3
6407,5031,3
6408,5029,2
6409,5030,2
6410,5032,3
6411,5030,4
6412,5027,3
6413,5032,3
6414,5029,3
6415,4048,608
6416,5062,4
6417,5030,3
6418,5030,3
6419,5027,3
6420,5057,4
6421,5034,2
6422,5035,2
6423,5032,3
6424,5030,4
6425,4028,597
6426,5035,4
6427,5042,3
6428,5027,2
6429,5051,4
6430,5034,3
6431,5037,3
6432,5032,3
6433,5033,3
6434,5032,3
6435,4039,615
6436,5028,3
6437,5044,3
6438,5028,3
6439,5027,3
6440,5024,3
6441,5030,4
6442,5023,3
6443,5033,2
6444,5032,2
6445,5034,3
6446,5022,4
6447,4046,592
6448,5041,5
6449,5066,2
6450,5029,4
6451,5039,4
6452,5028,2
6453,5032,3
6454,5029,3
6455,5031,2
6456,5028,2
6457,4031,619
6458,5028,3
6459,5041,3
6460,5042,2
6461,5024,3
6462,5030,3
6463,5032,3
6464,5030,2
6465,5031,3
6466,5035,3
6467,5028,3
6468,4033,609
6469,5039,3
6470,5034,3
6471,5055,3
6472,5025,4
6473,5034,4
6474,5031,3
6475,5032,4
6476,5040,3
6477,5027,3
6478,4031,610
6479,5039,3
6480,5057,5
6481,5041,3
6482,5039,2
6483,5030,2
6484,5033,3
6485,5025,2
6486,5032,2
6487,5030,2
6488,4033,616
6489,5036,3
6490,5037,2
6491,5040,2
6492,5033,3
6493,5026,3
6494,5031,2
6495,5026,2
6496,5033,3
6497,5036,4
6498,4056,636
6499,5039,3
6500,5037,4
6501,5037,4
6502,5040,3
6503,5027,4
6504,5050,4
6505,5039,3
6506,5037,3
6507,4032,620
6508,5029,3
6509,5055,4
6510,5038,3
6511,5037,3
6512,5032,4
6513,5040,3
6514,5032,4
6515,5054,4
6516,4031,620
6517,5048,3
6518,5031,4
6519,5035,4
6520,5031,3
6521,5032,2
6522,5031,3
6523,5033,3
6524,5045,2
6525,5026,4
6526,4035,616
6527,5033,3
6528,5034,3
6529,5030,3
6530,5063,3
6531,5029,11
6532,5044,2
6533,5026,2
6534,5031,3
6535,5032,3
6536,4044,604
6537,5036,3
6538,5028,4
6539,5055,3
6540,5029,4
6541,5047,3
6542,5031,2
6543,5030,3
6544,5025,4
6545,5030,4
6546,5033,3
6547,4034,589
6548,5036,4
6549,5036,3
6550,5028,4
6551,5049,3
6552,5035,3
6553,5047,3
6554,5037,2
6555,5034,3
6556,5036,3
6557,4036,589
6558,5045,2
6559,5034,3
6560,5031,3
6561,5028,4
6562,5031,3
6563,5028,3
6564,5031,3
6565,5030,3
6566,5048,3
6567,5027,3
6568,4037,606
6569,5031,2
6570,5027,3
6571,5032,3
6572,5034,4
6573,5045,2
6574,5029,3
6575,5039,2
6576,5025,4
6577,5032,3
6578,5033,3
6579,4033,595
6580,5036,2
6581,5035,3
6582,5026,3
6583,5066,5
6584,5035,3
6585,5035,4
6586,5032,3
6587,5034,2
6588,5030,3
6589,4033,613
6590,5042,3
6591,5025,3
6592,5031,5
6593,5029,3
6594,5048,3
6595,5028,3
6596,5029,3
6597,5029,2
6598,5036,3
6599,5036,3
6600,4032,595
6601,5035,2
6602,5044,4
6603,5036,3
6604,5032,3
6605,5034,2
6606,5031,2
6607,5026,3
6608,5036,3
6609,5029,3
6610,5034,3
6611,4031,612
6612,5033,3
6613,5029,4
6614,5030,3
6615,5034,3
6616,5036,3
6617,5030,2
6618,5024,3
6619,5041,4
6620,5033,3
6621,5053,3
6622,4034,588
6623,5041,2
6624,5028,2
6625,5049,4
6626,5030,4
6627,5036,3
6628,5029,3
6629,5033,3
6630,5027,2
6631,5033,3
6632,5034,3
6633,4032,594
6634,5034,2
6635,5048,3
6636,5032,2
6637,5030,3
6638,5032,5
6639,5034,2
6640,5025,3
6641,5031,2
6642,5027,3
6643,5037,4
6644,4035,600
6645,5049,3
6646,5025,2
6647,5027,4
6648,5031,3
6649,5037,4
6650,5032,3
6651,5034,3
6652,5029,3
6653,5035,3
6654,5031,2
6655,4050,587
6656,5052,7
6657,5033,3
6658,5055,4
6659,5029,4
6660,5045,3
6661,5028,4
6662,5031,2
6663,5027,3
6664,5034,3
6665,4026,612
6666,5041,4
6667,5028,3
6668,5041,3
6669,4846,38
6670,5038,3
6671,5034,6
6672,5037,2
6673,5034,3
6674,5034,3
6675,5033,3
6676,5029,3
6677,5035,3
6678,5031,4
6679,4044,608
6680,5040,3
6681,5029,3
6682,5055,3
6683,5034,3
6684,5042,3
6685,5041,4
6686,5031,2
6687,5035,4
6688,5028,3
6689,4034,598
6690,5038,3
6691,5216,3
6692,5031,5
6693,5048,3
6694,5031,4
6695,4045,578
6696,5041,2
6697,5032,3
6698,5059,2
6699,5031,3
6700,5031,3
6701,5029,3
6702,5037,3
6703,5030,3
6704,5036,3
6705,4027,621
6706,5045,2
6707,5034,3
6708,5031,3
6709,5033,4
6710,5031,4
6711,5051,2
6712,5039,3
6713,5029,3
6714,5029,2
6715,4025,627
6716,5032,3
6717,5033,3
6718,5026,3
6719,5037,3
6720,5029,3
6721,5042,3
6722,5035,3
6723,5029,3
6724,5040,2
6725,4042,630
6726,5028,3
6727,5031,2
6728,5028,3
6729,5032,4
6730,5032,3
6731,5028,4
6732,5043,2
6733,5032,4
6734,5032,3
6735,4055,616
6736,5046,3
6737,5031,3
6738,5033,3
6739,5029,3
6740,5036,3
6741,5028,3
6742,5043,3
6743,5027,2
6744,5038,3
6745,5027,3
6746,4043,596
6747,5034,3
6748,5036,2
6749,5050,2
6750,5045,4
6751,5042,5
6752,5041,3
6753,5030,3
6754,5038,3
6755,4032,627
6756,5038,3
6757,5062,3
6758,5034,3
6759,5031,3
6760,5030,3
6761,5034,6
6762,5028,4
6763,5036,5
6764,5042,3
6765,4036,589
6766,5035,3
6767,5036,3
6768,5051,3
6769,5027,2
6770,5032,4
6771,5038,4
6772,5040,3
6773,5031,3
6774,5034,3
6775,4024,644
6776,5038,3
6777,5033,2
6778,5034,3
6779,5026,3
6780,5035,4
6781,5031,3
6782,5041,4
6783,5027,4
6784,5038,3
6785,4031,615
6786,5038,2
6787,5028,6
6788,5031,3
6789,5035,4
6790,5026,3
6791,5035,3
6792,5027,20
6793,5036,3
6794,5030,3
6795,5026,3
6796,4026,608
6797,5035,4
6798,5025,3
6799,5037,2
6800,5033,3
6801,5029,3
6802,5031,3
6803,5027,3
6804,5032,3
6805,5034,3
6806,5031,3
6807,5025,2
6808,4031,609
6809,5033,3
6810,5036,5
6811,5044,4
6812,5041,3
6813,5023,3
6814,5026,2
6815,5029,4
6816,5042,4
6817,5029,3
6818,4030,622
6819,5026,3
6820,5028,2
6821,5031,3
6822,5026,3
6823,5037,3
6824,5030,2
6825,5031,3
6826,5027,2
6827,5036,3
6828,5030,3
6829,5034,3
6830,4031,593
6831,5032,2
6832,5029,3
6833,5037,2
6834,5032,3
6835,5036,2
6836,5027,3
6837,5027,3
6838,5030,3
6839,5083,4
6840,4031,609
6841,5056,4
6842,5030,3
6843,5031,3
6844,5022,3
6845,5033,2
6846,5033,2
6847,5033,3
6848,5031,4
6849,5039,3
6850,5030,3
6851,4049,598
6852,5029,3
6853,5037,3
6854,5063,3
6855,5028,3
6856,5028,3
6857,5029,4
6858,5040,3
6859,5037,4
6860,5039,3
6861,4036,590
6862,5048,2
6863,5034,3
6864,5027,3
6865,5032,3
6866,5035,4
6867,5038,4
6868,5042,3
6869,5033,4
6870,5062,3
6871,4026,614
6872,5041,3
6873,5041,3
6874,5027,4
6875,5054,3
6876,5036,3
6877,5029,4
6878,5036,4
6879,5034,4
6880,4037,637
6881,5029,4
6882,5055,3
6883,5037,2
6884,5035,3
6885,5028,3
6886,5045,3
6887,5033,3
6888,5047,5
6889,4033,607
6890,5042,3
6891,5034,2
6892,5038,3
6893,5027,4
6894,5037,4
6895,5028,4
6896,5031,2
6897,5034,3
6898,5034,3
6899,5034,3
6900,4032,610
6901,5032,2
6902,5046,3
6903,5031,4
6904,5032,4
6905,5043,3
6906,5039,3
6907,5036,3
6908,5033,4
6909,5040,4
6910,4028,588
6911,5039,2
6912,5031,5
6913,5026,4
6914,5035,4
6915,5034,4
6916,5038,2
6917,5030,4
6918,5032,3
6919,5031,3
6920,5041,4
6921,4034,594
6922,5074,3
6923,5028,3
6924,5034,3
6925,5033,5
6926,5036,3
6927,5031,3
6928,5038,3
6929,5032,3
6930,5043,4
6931,4035,608
6932,5051,4
6933,5041,2
6934,5030,3
6935,5030,2
6936,5035,2
6937,5036,2
6938,5034,3
6939,5029,2
6940,5029,4
6941,4042,605
6942,5038,4
6943,5064,3
6944,5032,3
6945,5036,3
6946,5033,3
6947,5030,2
6948,5033,3
6949,5028,5
6950,5036,3
6951,4041,577
6952,5034,3
6953,5038,4
6954,5035,3
6955,5032,3
6956,5029,3
6957,5059,2
6958,5028,3
6959,5033,2
6960,5029,3
6961,4042,626
6962,5037,3
6963,5041,2
6964,5029,3
6965,5031,3
6966,5030,2
6967,5039,4
6968,5033,2
6969,5035,2
6970,5030,3
6971,5029,3
6972,4040,600
6973,5046,4
6974,5035,4
6975,5033,4
6976,5044,3
6977,5028,2
6978,5040,3
6979,5030,20
6980,5025,4
6981,4041,628
6982,5045,3
6983,5032,3
6984,5054,4
6985,5038,4
6986,5038,2
6987,5032,3
6988,5034,4
6989,5029,3
6990,5033,3
6991,4033,597
6992,5076,3
6993,5028,3
6994,5031,2
6995,5031,3
6996,5035,3
6997,5032,3
6998,5038,3
6999,5030,3
7000,5031,3
7001,4025,601
7002,5035,6
7003,5029,3
7004,5034,3
7005,5033,3
7006,5034,4
7007,5032,2
7008,5031,2
7009,5025,4
7010,5027,3
7011,5037,3
7012,4033,630
7013,5036,3
7014,5029,3
7015,5037,2
7016,5035,3
7017,5028,3
7018,5037,4
7019,5031,2
7020,5036,3
7021,5029,3
7022,4050,610
7023,5042,6
7024,5033,3
7025,5036,2
7026,5030,2
7027,5036,3
7028,5045,3
7029,5031,2
7030,5029,3
7031,5031,3
7032,5032,3
7033,4038,583
7034,5062,4
7035,5051,4
7036,5030,3
7037,5045,3
7038,5033,3
7039,5029,3
7040,5047,2
7041,5040,3
7042,4032,614
7043,5033,3
7044,5031,3
7045,5039,3
7046,5034,2
7047,5036,2
7048,5029,3
7049,5031,3
7050,5033,3
7051,5028,2
7052,5035,3
7053,4029,606
7054,5047,3
7055,5030,4
7056,5039,3
7057,5036,3
7058,5036,3
7059,5035,3
7060,5029,3
7061,5032,3
7062,5033,3
7063,4049,600
7064,5037,5
7065,5036,3
7066,5038,3
7067,5025,4
7068,5032,2
7069,5034,2
7070,5043,3
7071,5025,11
7072,5033,3
7073,5030,5
7074,4034,588
7075,5033,4
7076,5037,3
7077,5028,3
7078,5034,2
7079,5030,2
7080,5039,2
7081,5033,3
7082,5033,2
7083,5025,3
7084,5058,3
7085,4029,587
7086,5031,3
7087,5052,4
7088,5029,3
7089,5030,4
7090,5031,3
7091,5037,3
7092,5035,2
7093,5032,3
7094,5031,3
